GTA SA MEMORY FUNCTIONS/MEMORY ADDRESS research

(offsets) for GTA SA PC only!! (see notes at bottom of file incase you happen to see some mobile-related stuff come across..)

  Address            FUNCTION
 0001:0023F660       CTaskComplexEnterCarAsPassengerTimed::CreateFirstSubTask(CPed *)
 0001:0023F710       CTaskComplexEnterCarAsPassengerWait::~CTaskComplexEnterCarAsPassengerWait()
 0001:0023F730       CTaskComplexEnterCarAsPassengerWait::ControlSubTask(CPed *)
 0001:0023FBC0       CTaskComplexLeaveCarAsPassengerWait::~CTaskComplexLeaveCarAsPassengerWait()
 0001:0023FE40       CTaskComplexEnterBoatAsDriver::~CTaskComplexEnterBoatAsDriver()
 0001:0023FE60       CTaskComplexEnterBoatAsDriver::CreateNextSubTask(CPed *)
 0001:0023FED0       CTaskComplexEnterBoatAsDriver::CreateFirstSubTask(CPed *)
 0001:0023FF10       CTaskComplexStealCar::~CTaskComplexStealCar()
 0001:002400E0       CTaskComplexLeaveCar::~CTaskComplexLeaveCar()
 0001:00240100       CTaskComplexLeaveCar::MakeAbortable(CPed *,int,CEvent const*)
 0001:002409F0       CTaskComplexLeaveCar::CreateNextSubTask(CPed *)
 0001:00240FC0       CTaskComplexLeaveCar::CreateFirstSubTask(CPed *)
 0001:002411B0       CTaskComplexLeaveCar::ControlSubTask(CPed *)
 0001:00241250       CTaskComplexLeaveBoat::~CTaskComplexLeaveBoat()
 0001:00241270       CTaskComplexLeaveBoat::CreateFirstSubTask(CPed *)
 0001:00241280       CTaskComplexLeaveCarAndDie::CreateFirstSubTask(CPed *)
 0001:002412A0       CTaskComplexLeaveCarAndWander::~CTaskComplexLeaveCarAndWander()
 0001:002412C0       CTaskComplexLeaveCarAndWander::CreateNextSubTask(CPed *)
 0001:00241340       CTaskComplexLeaveCarAndWander::CreateFirstSubTask(CPed *)
 0001:00241370       CTaskComplexLeaveCarAndFlee::~CTaskComplexLeaveCarAndFlee()
 0001:00241390       CTaskComplexLeaveCarAndFlee::CreateNextSubTask(CPed *)
 0001:002414C0       CTaskComplexLeaveCarAndFlee::CreateFirstSubTask(CPed *)
 0001:002414F0       CTaskComplexScreamInCarThenLeave::~CTaskComplexScreamInCarThenLeave()
 0001:002416E0       CTaskSimpleCarDrive::~CTaskSimpleCarDrive()
 0001:00241F80       CTaskComplexCarDrive::~CTaskComplexCarDrive()
 0001:00242200       CTaskComplexCarDrive::CreateSubTaskCannotGetInCar(CPed *)
 0001:00242220       CTaskComplexCarDriveWander::~CTaskComplexCarDriveWander()
 0001:00242240       CTaskComplexCarDriveWander::CreateSubTaskCannotGetInCar(CPed *)
 0001:00242260       CTaskComplexCarDriveMission::~CTaskComplexCarDriveMission()
 0001:00242280       CTaskComplexDriveToPoint::~CTaskComplexDriveToPoint()
 0001:00242480       CTaskComplexDrivePointRoute::GetTaskType(void)
 0001:002424F0       CTaskComplexEnterAnyCarAsDriver::~CTaskComplexEnterAnyCarAsDriver()
 0001:00242510       CTaskComplexEnterAnyCarAsDriver::CreateFirstSubTask(CPed *)
 0001:002426E0       CTaskComplexShuffleSeats::~CTaskComplexShuffleSeats()
 0001:00242700       CTaskComplexShuffleSeats::CreateFirstSubTask(CPed *)
 0001:00242760       CTaskSimpleCarSetTempAction::~CTaskSimpleCarSetTempAction()
 0001:00242780       CTaskComplexEnterCarAsDriver::Clone(void)
 0001:002427F0       CTaskComplexEnterCarAsPassenger::Clone(void)
 0001:00242870       CTaskComplexOpenDriverDoor::Clone(void)
 0001:002428E0       CTaskComplexOpenPassengerDoor::Clone(void)
 0001:00242950       CTaskComplexDragPedFromCar::Clone(void)
 0001:002429C0       CTaskComplexDrivePointRoute::Clone(void)
 0001:00242A60       CTaskComplexEnterCar::CreateFirstSubTask(CPed *)
 0001:00242C60       CTaskComplexEnterCarAsDriver::~CTaskComplexEnterCarAsDriver()
 0001:00242C80       CTaskComplexEnterCarAsPassenger::~CTaskComplexEnterCarAsPassenger()
 0001:00242CA0       CTaskComplexOpenDriverDoor::~CTaskComplexOpenDriverDoor()
 0001:00242CC0       CTaskComplexOpenPassengerDoor::~CTaskComplexOpenPassengerDoor()
 0001:00242CE0       CTaskComplexDragPedFromCar::~CTaskComplexDragPedFromCar()
 0001:00242D00       CTaskComplexDragPedFromCar::CreateFirstSubTask(CPed *)
 0001:00242E10       CTaskComplexEnterCarAsPassengerWait::CreateNextSubTask(CPed *)
 0001:00242F00       CTaskComplexEnterCarAsPassengerWait::CreateFirstSubTask(CPed *)
 0001:00242F90       CTaskComplexLeaveCarAsPassengerWait::CreateNextSubTask(CPed *)
 0001:00243010       CTaskComplexLeaveCarAsPassengerWait::CreateFirstSubTask(CPed *)
 0001:00243050       CTaskComplexLeaveCarAsPassengerWait::ControlSubTask(CPed *)
 0001:002430B0       CTaskComplexStealCar::CreateNextSubTask(CPed *)
 0001:00243210       CTaskComplexStealCar::CreateFirstSubTask(CPed *)
 0001:00243250       CTaskComplexStealCar::ControlSubTask(CPed *)
 0001:002432D0       CTaskComplexScreamInCarThenLeave::CreateNextSubTask(CPed *)
 0001:00243320       CTaskComplexScreamInCarThenLeave::CreateFirstSubTask(CPed *)
 0001:00243360       CTaskComplexScreamInCarThenLeave::ControlSubTask(CPed *)
 0001:00243E20       CTaskComplexCarDrive::CreateNextSubTask(CPed *)
 0001:00244100       CTaskComplexCarDrive::CreateFirstSubTask(CPed *)
 0001:00244240       CTaskComplexCarDrive::ControlSubTask(CPed *)
 0001:00244350       CTaskComplexDrivePointRoute::~CTaskComplexDrivePointRoute()
 0001:00244370       CTaskSimpleCarSetTempAction::ProcessPed(CPed *)
 0001:00244420       CTaskComplexDriveToPoint::Drive(CPed *)
 0001:00244830       CTaskComplexGoToCarDoorAndStandStill::GetTaskType(void)
 0001:00244840       CTaskComplexGoToCarDoorAndStandStill::MakeAbortable(CPed *,int,CEvent const*)
 0001:00244BD0       CTaskSimpleCarAlign::GetTaskType(void)
 0001:00244C50       CTaskSimpleCarAlign::MakeAbortable(CPed *,int,CEvent const*)
 0001:00244C70       CTaskSimpleCarAlign::SetPedPosition(CPed *)
 0001:00244E50       CTaskSimpleCarOpenDoorFromOutside::CTaskSimpleCarOpenDoorFromOutside(CVehicle *,int,CTaskUtilityLineUpPedWithCar *,bool)
 0001:00244ED0       CTaskSimpleCarOpenDoorFromOutside::GetTaskType(void)
 0001:00244EE0       CTaskSimpleCarOpenDoorFromOutside::~CTaskSimpleCarOpenDoorFromOutside()
 0001:00244F80       CTaskSimpleCarOpenDoorFromOutside::SetPedPosition(CPed *)
 0001:00244FA0       CTaskSimpleCarOpenDoorFromOutside::ComputeAnimID(int &,int &)
 0001:00245020       CTaskSimpleCarOpenDoorFromOutside::FinishAnimCarOpenDoorFromOutsideCB(CAnimBlendAssociation *,void *)
 0001:002450E0       CTaskSimpleCarOpenLockedDoorFromOutside::GetTaskType(void)
 0001:00245160       CTaskSimpleCarOpenLockedDoorFromOutside::MakeAbortable(CPed *,int,CEvent const*)
 0001:00245180       CTaskSimpleCarOpenLockedDoorFromOutside::SetPedPosition(CPed *)
 0001:00245220       CTaskSimplePickUpBike::GetTaskType(void)
 0001:002452A0       CTaskSimplePickUpBike::MakeAbortable(CPed *,int,CEvent const*)
 0001:002452D0       CTaskSimplePickUpBike::SetPedPosition(CPed *)
 0001:00245370       CTaskSimpleCarCloseDoorFromInside::GetTaskType(void)
 0001:002453F0       CTaskSimpleCarCloseDoorFromInside::SetPedPosition(CPed *)
 0001:00245560       CTaskSimpleCarCloseDoorFromOutside::GetTaskType(void)
 0001:002455E0       CTaskSimpleCarCloseDoorFromOutside::SetPedPosition(CPed *)
 0001:00245700       CTaskSimpleCarGetIn::GetTaskType(void)
 0001:00245780       CTaskSimpleCarGetIn::MakeAbortable(CPed *,int,CEvent const*)
 0001:002457A0       CTaskSimpleCarGetIn::SetPedPosition(CPed *)
 0001:00245880       CTaskSimpleCarShuffle::GetTaskType(void)
 0001:00245900       CTaskSimpleCarShuffle::MakeAbortable(CPed *,int,CEvent const*)
 0001:00245920       CTaskSimpleCarShuffle::SetPedPosition(CPed *)
 0001:002459F0       CTaskSimpleCarWaitToSlowDown::GetTaskType(void)
 0001:00245A60       CTaskSimpleCarWaitToSlowDown::MakeAbortable(CPed *,int,CEvent const*)
 0001:00245AB0       CTaskSimpleCarWaitToSlowDown::SetPedPosition(CPed *)
 0001:00245AD0       CTaskSimpleCarWaitToSlowDown::ProcessPed(CPed *)
 0001:00245BE0       CTaskSimpleCarWaitForDoorNotToBeInUse::GetTaskType(void)
 0001:00245BF0       CTaskSimpleCarWaitForDoorNotToBeInUse::MakeAbortable(CPed *,int,CEvent const*)
 0001:00245C90       CTaskSimpleCarWaitForDoorNotToBeInUse::ProcessPed(CPed *)
 0001:00245CC0       CTaskSimpleCarWaitForDoorNotToBeInUse::SetPedPosition(CPed *)
 0001:00245E30       CTaskSimpleCarGoToPointNearDoorUntilDoorNotInUse::GetTaskType(void)
 0001:00245E40       CTaskSimpleCarGoToPointNearDoorUntilDoorNotInUse::MakeAbortable(CPed *,int,CEvent const*)
 0001:00245EC0       CTaskSimpleCarGoToPointNearDoorUntilDoorNotInUse::Clone(void)
 0001:00246060       CTaskSimpleCarSetPedInAsPassenger::GetTaskType(void)
 0001:00246070       CTaskSimpleCarSetPedInAsPassenger::MakeAbortable(CPed *,int,CEvent const*)
 0001:00246150       CTaskSimpleCarSetPedInAsDriver::GetTaskType(void)
 0001:00246160       CTaskSimpleCarSetPedInAsDriver::MakeAbortable(CPed *,int,CEvent const*)
 0001:00246250       CTaskSimpleCarGetOut::GetTaskType(void)
 0001:002462D0       CTaskSimpleCarGetOut::MakeAbortable(CPed *,int,CEvent const*)
 0001:002462F0       CTaskSimpleCarGetOut::SetPedPosition(CPed *)
 0001:00246500       CTaskSimpleCarJumpOut::GetTaskType(void)
 0001:00246510       CTaskSimpleCarJumpOut::MakeAbortable(CPed *,int,CEvent const*)
 0001:00246590       CTaskSimpleCarJumpOut::SetPedPosition(CPed *)
 0001:00246770       CTaskSimpleCarForcePedOut::GetTaskType(void)
 0001:00246780       CTaskSimpleCarForcePedOut::MakeAbortable(CPed *,int,CEvent const*)
 0001:002467F0       CTaskSimpleCarForcePedOut::ProcessPed(CPed *)
 0001:00246930       CTaskSimpleCarSetPedOut::GetTaskType(void)
 0001:00246940       CTaskSimpleCarSetPedOut::MakeAbortable(CPed *,int,CEvent const*)
 0001:00246D10       CTaskSimpleCarSetPedOut::ProcessPed(CPed *)
 0001:00247060       CTaskSimpleCarSlowDragPedOut::GetTaskType(void)
 0001:002470E0       CTaskSimpleCarSlowDragPedOut::SetPedPosition(CPed *)
 0001:002472B0       CTaskSimpleCarSlowBeDraggedOut::GetTaskType(void)
 0001:00247410       CTaskSimpleCarSetPedSlowDraggedOut::GetTaskType(void)
 0001:00247420       CTaskSimpleCarSetPedSlowDraggedOut::MakeAbortable(CPed *,int,CEvent const*)
 0001:00247500       CTaskComplexCarSlowBeDraggedOut::GetTaskType(void)
 0001:00247510       CTaskComplexCarSlowBeDraggedOut::ControlSubTask(CPed *)
 0001:00247680       CTaskComplexCarSlowBeDraggedOutAndStandUp::GetTaskType(void)
 0001:002476F0       CTaskComplexCarSlowBeDraggedOutAndStandUp::MakeAbortable(CPed *,int,CEvent const*)
 0001:002478F0       CTaskComplexCarSlowBeDraggedOutAndStandUp::CreateNextSubTask(CPed *)
 0001:00247A10       CTaskComplexCarSlowBeDraggedOutAndStandUp::CreateFirstSubTask(CPed *)
 0001:00247B80       CTaskComplexCarSlowBeDraggedOutAndStandUp::ControlSubTask(CPed *)
 0001:00247C30       CTaskSimpleBikeJacked::GetTaskType(void)
 0001:00247CE0       CTaskSimpleBikeJacked::MakeAbortable(CPed *,int,CEvent const*)
 0001:00247D00       CTaskSimpleBikeJacked::SetPedPosition(CPed *)
 0001:00247DD0       CTaskSimpleCarFallOut::GetTaskType(void)
 0001:00247E40       CTaskSimpleCarFallOut::SetPedPosition(CPed *)
 0001:00247FA0       CTaskSimpleSetPedAsAutoDriver::GetTaskType(void)
 0001:00247FB0       CTaskSimpleSetPedAsAutoDriver::MakeAbortable(CPed *,int,CEvent const*)
 0001:00248020       CTaskSimpleSetPedAsAutoDriver::ProcessPed(CPed *)
 0001:002480F0       CTaskComplexGoToBoatSteeringWheel::GetTaskType(void)
 0001:00248270       CTaskComplexGetOnBoatSeat::GetTaskType(void)
 0001:002482E0       CTaskComplexGetOnBoatSeat::MakeAbortable(CPed *,int,CEvent const*)
 0001:00248300       CTaskComplexGetOnBoatSeat::CreateNextSubTask(CPed *)
 0001:00248310       CTaskComplexGetOnBoatSeat::CreateFirstSubTask(CPed *)
 0001:002483D0       CTaskComplexGetOnBoatSeat::ControlSubTask(CPed *)
 0001:00248430       CTaskSimpleCreateCarAndGetIn::GetTaskType(void)
 0001:00248440       CTaskSimpleCreateCarAndGetIn::MakeAbortable(CPed *,int,CEvent const*)
 0001:002484D0       CTaskSimpleWaitUntilPedIsOutCar::GetTaskType(void)
 0001:002484E0       CTaskSimpleWaitUntilPedIsOutCar::MakeAbortable(CPed *,int,CEvent const*)
 0001:00248550       CTaskSimpleWaitUntilPedIsOutCar::ProcessPed(CPed *)
 0001:00248680       CTaskSimpleWaitUntilPedIsInCar::GetTaskType(void)
 0001:00248690       CTaskSimpleWaitUntilPedIsInCar::MakeAbortable(CPed *,int,CEvent const*)
 0001:00248700       CTaskSimpleWaitUntilPedIsInCar::ProcessPed(CPed *)
 0001:002487A0       SayJacked(CPed *,CVehicle *,uint)
 0001:002487F0       SayJacking(CPed *,CPed *,CVehicle *,uint)
 0001:002488B0       CTaskComplexGoToCarDoorAndStandStill::Clone(void)
 0001:00248930       CTaskSimpleCarAlign::Clone(void)
 0001:002489A0       CTaskSimpleCarOpenDoorFromOutside::Clone(void)
 0001:00248A10       CTaskSimpleCarOpenLockedDoorFromOutside::Clone(void)
 0001:00248A80       CTaskSimplePickUpBike::Clone(void)
 0001:00248AF0       CTaskSimpleCarCloseDoorFromInside::Clone(void)
 0001:00248B60       CTaskSimpleCarCloseDoorFromOutside::Clone(void)
 0001:00248BD0       CTaskSimpleCarGetIn::Clone(void)
 0001:00248C40       CTaskSimpleCarShuffle::Clone(void)
 0001:00248CB0       CTaskSimpleCarWaitToSlowDown::Clone(void)
 0001:00248D20       CTaskSimpleCarWaitForDoorNotToBeInUse::Clone(void)
 0001:00248D90       CTaskSimpleCarSetPedInAsPassenger::Clone(void)
 0001:00248E00       CTaskSimpleCarSetPedInAsDriver::Clone(void)
 0001:00248E70       CTaskSimpleCarGetOut::Clone(void)
 0001:00248EE0       CTaskSimpleCarForcePedOut::Clone(void)
 0001:00248F50       CTaskSimpleCarSetPedOut::Clone(void)
 0001:00248FD0       CTaskSimpleCarSlowDragPedOut::Clone(void)
 0001:00249040       CTaskSimpleCarSlowBeDraggedOut::Clone(void)
 0001:002490B0       CTaskSimpleCarSetPedSlowDraggedOut::Clone(void)
 0001:00249120       CTaskComplexCarSlowBeDraggedOut::Clone(void)
 0001:00249190       CTaskComplexCarSlowBeDraggedOutAndStandUp::Clone(void)
 0001:00249200       CTaskSimpleBikeJacked::Clone(void)
 0001:00249280       CTaskSimpleCarFallOut::Clone(void)
 0001:002492F0       CTaskSimpleSetPedAsAutoDriver::Clone(void)
 0001:00249350       CTaskComplexGoToBoatSteeringWheel::Clone(void)
 0001:002493B0       CTaskComplexGetOnBoatSeat::Clone(void)
 0001:00249410       CTaskSimpleCreateCarAndGetIn::Clone(void)
 0001:002494B0       CTaskSimpleWaitUntilPedIsOutCar::Clone(void)
 0001:00249520       CTaskSimpleWaitUntilPedIsInCar::Clone(void)
 0001:00249820       CTaskComplexGoToCarDoorAndStandStill::ControlSubTask(CPed *)
 0001:00249BE0       CTaskSimpleCarAlign::~CTaskSimpleCarAlign()
 0001:00249D00       CTaskSimpleCarOpenDoorFromOutside::MakeAbortable(CPed *,int,CEvent const*)
 0001:00249D90       CTaskSimpleCarOpenDoorFromOutside::StartAnim(CPed const*)
 0001:00249DE0       CTaskSimpleCarOpenLockedDoorFromOutside::~CTaskSimpleCarOpenLockedDoorFromOutside()
 0001:00249E70       CTaskSimplePickUpBike::~CTaskSimplePickUpBike()
 0001:00249F30       CTaskSimpleCarCloseDoorFromInside::~CTaskSimpleCarCloseDoorFromInside()
 0001:00249F50       CTaskSimpleCarCloseDoorFromInside::MakeAbortable(CPed *,int,CEvent const*)
 0001:0024A000       CTaskSimpleCarCloseDoorFromOutside::~CTaskSimpleCarCloseDoorFromOutside()
 0001:0024A020       CTaskSimpleCarCloseDoorFromOutside::MakeAbortable(CPed *,int,CEvent const*)
 0001:0024A2B0       CTaskSimpleCarGetIn::~CTaskSimpleCarGetIn()
 0001:0024A3C0       CTaskSimpleCarShuffle::~CTaskSimpleCarShuffle()
 0001:0024A440       CTaskSimpleCarWaitToSlowDown::~CTaskSimpleCarWaitToSlowDown()
 0001:0024A460       CTaskSimpleCarWaitForDoorNotToBeInUse::~CTaskSimpleCarWaitForDoorNotToBeInUse()
 0001:0024A480       CTaskSimpleCarGoToPointNearDoorUntilDoorNotInUse::~CTaskSimpleCarGoToPointNearDoorUntilDoorNotInUse()
 0001:0024A4A0       CTaskSimpleCarGoToPointNearDoorUntilDoorNotInUse::ProcessPed(CPed *)
 0001:0024A5B0       CTaskSimpleCarSetPedInAsPassenger::~CTaskSimpleCarSetPedInAsPassenger()
 0001:0024A5D0       CTaskSimpleCarSetPedInAsPassenger::ProcessPed(CPed *)
 0001:0024A930       CTaskSimpleCarSetPedInAsDriver::~CTaskSimpleCarSetPedInAsDriver()
 0001:0024A950       CTaskSimpleCarSetPedInAsDriver::ProcessPed(CPed *)
 0001:0024ADC0       CTaskSimpleCarGetOut::~CTaskSimpleCarGetOut()
 0001:0024AEE0       CTaskSimpleCarJumpOut::~CTaskSimpleCarJumpOut()
 0001:0024AF50       CTaskSimpleCarForcePedOut::~CTaskSimpleCarForcePedOut()
 0001:0024AF70       CTaskSimpleCarSetPedOut::~CTaskSimpleCarSetPedOut()
 0001:0024AF90       CTaskSimpleCarSlowDragPedOut::~CTaskSimpleCarSlowDragPedOut()
 0001:0024AFB0       CTaskSimpleCarSlowDragPedOut::MakeAbortable(CPed *,int,CEvent const*)
 0001:0024B060       CTaskSimpleCarSlowBeDraggedOut::~CTaskSimpleCarSlowBeDraggedOut()
 0001:0024B080       CTaskSimpleCarSlowBeDraggedOut::MakeAbortable(CPed *,int,CEvent const*)
 0001:0024B0E0       CTaskSimpleCarSlowBeDraggedOut::SetPedPosition(CPed *)
 0001:0024B200       CTaskSimpleCarSetPedSlowDraggedOut::~CTaskSimpleCarSetPedSlowDraggedOut()
 0001:0024B220       CTaskSimpleCarSetPedSlowDraggedOut::ProcessPed(CPed *)
 0001:0024B600       CTaskComplexCarSlowBeDraggedOut::MakeAbortable(CPed *,int,CEvent const*)
 0001:0024B810       CTaskComplexCarSlowBeDraggedOut::CreateNextSubTask(CPed *)
 0001:0024B8B0       CTaskComplexCarSlowBeDraggedOut::CreateFirstSubTask(CPed *)
 0001:0024B930       CTaskComplexCarSlowBeDraggedOutAndStandUp::~CTaskComplexCarSlowBeDraggedOutAndStandUp()
 0001:0024B950       CTaskSimpleBikeJacked::~CTaskSimpleBikeJacked()
 0001:0024B970       CTaskSimpleBikeJacked::ProcessPed(CPed *)
 0001:0024BC40       CTaskSimpleCarFallOut::~CTaskSimpleCarFallOut()
 0001:0024BC60       CTaskSimpleCarFallOut::MakeAbortable(CPed *,int,CEvent const*)
 0001:0024BD60       CTaskSimpleSetPedAsAutoDriver::~CTaskSimpleSetPedAsAutoDriver()
 0001:0024BD80       CTaskComplexGoToBoatSteeringWheel::~CTaskComplexGoToBoatSteeringWheel()
 0001:0024BE80       CTaskComplexGetOnBoatSeat::~CTaskComplexGetOnBoatSeat()
 0001:0024BF40       CTaskSimpleCreateCarAndGetIn::ProcessPed(CPed *)
 0001:0024C1E0       CTaskSimpleWaitUntilPedIsOutCar::~CTaskSimpleWaitUntilPedIsOutCar()
 0001:0024C200       CTaskSimpleWaitUntilPedIsInCar::~CTaskSimpleWaitUntilPedIsInCar()
 0001:0024C220       CTaskSimpleCarJumpOut::Clone(void)
 0001:0024C290       CTaskComplexGoToCarDoorAndStandStill::~CTaskComplexGoToCarDoorAndStandStill()
 0001:0024C2B0       CTaskComplexGoToCarDoorAndStandStill::CreateNextSubTask(CPed *)
 0001:0024C440       CTaskComplexGoToCarDoorAndStandStill::CreateFirstSubTask(CPed *)
 0001:0024C6D0       CTaskSimpleCarAlign::ProcessPed(CPed *)
 0001:0024C710       CTaskSimpleCarOpenDoorFromOutside::ProcessPed(CPed *)
 0001:0024C8E0       CTaskSimpleCarOpenLockedDoorFromOutside::ProcessPed(CPed *)
 0001:0024C910       CTaskSimplePickUpBike::ProcessPed(CPed *)
 0001:0024C9A0       CTaskSimpleCarCloseDoorFromInside::ProcessPed(CPed *)
 0001:0024CA90       CTaskSimpleCarCloseDoorFromOutside::ProcessPed(CPed *)
 0001:0024CB30       CTaskSimpleCarGetIn::ProcessPed(CPed *)
 0001:0024CC40       CTaskSimpleCarShuffle::ProcessPed(CPed *)
 0001:0024CC70       CTaskSimpleCarGetOut::ProcessPed(CPed *)
 0001:0024CD60       CTaskSimpleCarJumpOut::ProcessPed(CPed *)
 0001:0024D060       CTaskSimpleCarSlowDragPedOut::ProcessPed(CPed *)
 0001:0024D180       CTaskSimpleCarSlowBeDraggedOut::ProcessPed(CPed *)
 0001:0024D2A0       CTaskComplexCarSlowBeDraggedOut::~CTaskComplexCarSlowBeDraggedOut()
 0001:0024D2C0       CTaskSimpleCarFallOut::ProcessPed(CPed *)
 0001:0024D350       CTaskComplexGoToBoatSteeringWheel::CreateNextSubTask(CPed *)
 0001:0024D390       CTaskComplexGoToBoatSteeringWheel::CreateFirstSubTask(CPed *)
 0001:0024D3B0       CTaskComplexGoToBoatSteeringWheel::ControlSubTask(CPed *)
 0001:0024D480       CTaskSimpleCreateCarAndGetIn::~CTaskSimpleCreateCarAndGetIn()
 0001:0024E860       CCarEnterExit::SetAnimOffsetForEnterOrExitVehicle(void)
 0001:002503A0       CTaskUtilityLineUpPedWithCar::ProcessPed(CPed *,CVehicle *,CAnimBlendAssociation *)
 0001:002518F0       CCarEnterExit::GetNearestCarDoor(CPed const&,CVehicle const&,CVector &,int &)
 0001:00252080       CTaskSimpleHitHead::GetTaskType(void)
 0001:002520F0       CTaskSimpleHitHead::MakeAbortable(CPed *,int,CEvent const*)
 0001:002521C0       CTaskSimpleEvasiveStep::GetTaskType(void)
 0001:00252240       CTaskSimpleEvasiveStep::MakeAbortable(CPed *,int,CEvent const*)
 0001:00252340       CTaskComplexEvasiveStep::GetTaskType(void)
 0001:002524F0       CTaskComplexEvasiveStep::CreateNextSubTask(CPed *)
 0001:00252540       CTaskComplexEvasiveStep::CreateFirstSubTask(CPed *)
 0001:00252550       CTaskComplexEvasiveStep::ControlSubTask(CPed *)
 0001:002525C0       CTaskSimpleEvasiveDive::GetTaskType(void)
 0001:00252640       CTaskSimpleEvasiveDive::MakeAbortable(CPed *,int,CEvent const*)
 0001:00252730       CTaskComplexEvasiveDiveAndGetUp::GetTaskType(void)
 0001:002527A0       CTaskComplexEvasiveDiveAndGetUp::MakeAbortable(CPed *,int,CEvent const*)
 0001:00252810       CTaskComplexEvasiveDiveAndGetUp::ControlSubTask(CPed *)
 0001:00252A20       CTaskComplexHitPedWithCar::GetTaskType(void)
 0001:00252A90       CTaskComplexHitPedWithCar::ControlSubTask(CPed *)
 0001:00252C70       CTaskSimpleKillPedWithCar::GetTaskType(void)
 0001:00252C80       CTaskSimpleKillPedWithCar::MakeAbortable(CPed *,int,CEvent const*)
 0001:00252F10       CTaskSimpleHurtPedWithCar::GetTaskType(void)
 0001:00252F20       CTaskSimpleHurtPedWithCar::MakeAbortable(CPed *,int,CEvent const*)
 0001:00252F90       CTaskSimpleHurtPedWithCar::ProcessPed(CPed *)
 0001:00253280       CTaskComplexWalkRoundCar::GetTaskType(void)
 0001:00253370       CTaskComplexWalkRoundCar::ControlSubTask(CPed *)
 0001:00253830       CTaskComplexWalkRoundBuildingAttempt::GetTaskType(void)
 0001:002539D0       CTaskComplexWalkRoundBuildingAttempt::MakeAbortable(CPed *,int,CEvent const*)
 0001:00253A00       CTaskComplexWalkRoundBuildingAttempt::CreateFirstSubTask(CPed *)
 0001:002540C0       CTaskComplexWalkRoundObject::GetTaskType(void)
 0001:00254360       CTaskComplexMoveBackAndJump::GetTaskType(void)
 0001:00254380       CTaskComplexMoveBackAndJump::ControlSubTask(CPed *)
 0001:002544D0       CTaskComplexEvasiveCower::GetTaskType(void)
 0001:002546A0       CTaskComplexEvasiveCower::CreateNextSubTask(CPed *)
 0001:002546F0       CTaskComplexEvasiveCower::CreateFirstSubTask(CPed *)
 0001:00254700       CTaskComplexEvasiveCower::ControlSubTask(CPed *)
 0001:00254770       CTaskComplexWalkRoundFire::GetTaskType(void)
 0001:00254790       CTaskComplexWalkRoundFire::CreateNextSubTask(CPed *)
 0001:002547A0       CTaskSimpleHitHead::Clone(void)
 0001:00254810       CTaskSimpleEvasiveStep::Clone(void)
 0001:00254870       CTaskComplexEvasiveStep::Clone(void)
 0001:002548E0       CTaskSimpleEvasiveDive::Clone(void)
 0001:00254940       CTaskComplexEvasiveDiveAndGetUp::Clone(void)
 0001:002549B0       CTaskComplexHitPedWithCar::Clone(void)
 0001:00254A20       CTaskSimpleKillPedWithCar::Clone(void)
 0001:00254A90       CTaskSimpleHurtPedWithCar::Clone(void)
 0001:00254B00       CTaskComplexWalkRoundCar::Clone(void)
 0001:00254B90       CTaskComplexWalkRoundBuildingAttempt::Clone(void)
 0001:00254C10       CTaskComplexWalkRoundObject::Clone(void)
 0001:00254C80       CTaskComplexMoveBackAndJump::Clone(void)
 0001:00254CD0       CTaskComplexEvasiveCower::Clone(void)
 0001:00254D40       CTaskComplexWalkRoundFire::Clone(void)
 0001:00254E30       CTaskSimpleHitHead::~CTaskSimpleHitHead()
 0001:00254E80       CTaskSimpleEvasiveStep::~CTaskSimpleEvasiveStep()
 0001:00254EE0       CTaskComplexEvasiveStep::~CTaskComplexEvasiveStep()
 0001:00254F00       CTaskSimpleEvasiveDive::~CTaskSimpleEvasiveDive()
 0001:00254FE0       CTaskComplexEvasiveDiveAndGetUp::~CTaskComplexEvasiveDiveAndGetUp()
 0001:00255000       CTaskComplexEvasiveDiveAndGetUp::CreateNextSubTask(CPed *)
 0001:002550A0       CTaskComplexEvasiveDiveAndGetUp::CreateFirstSubTask(CPed *)
 0001:002550C0       CTaskComplexHitPedWithCar::~CTaskComplexHitPedWithCar()
 0001:00255300       CTaskComplexHitPedWithCar::CreateFirstSubTask(CPed *)
 0001:002553B0       CTaskSimpleKillPedWithCar::~CTaskSimpleKillPedWithCar()
 0001:002554A0       CTaskSimpleKillPedWithCar::ProcessPed(CPed *)
 0001:00255AE0       CTaskSimpleHurtPedWithCar::~CTaskSimpleHurtPedWithCar()
 0001:00255B70       CTaskComplexWalkRoundCar::CreateNextSubTask(CPed *)
 0001:00255E50       CTaskComplexWalkRoundBuildingAttempt::~CTaskComplexWalkRoundBuildingAttempt()
 0001:00255E70       CTaskComplexWalkRoundBuildingAttempt::CreateNextSubTask(CPed *)
 0001:00256200       CTaskComplexWalkRoundObject::~CTaskComplexWalkRoundObject()
 0001:00256220       CTaskComplexWalkRoundObject::CreateNextSubTask(CPed *)
 0001:00256380       CTaskComplexWalkRoundObject::CreateFirstSubTask(CPed *)
 0001:002565F0       CTaskComplexWalkRoundObject::ControlSubTask(CPed *)
 0001:00256750       CTaskComplexMoveBackAndJump::~CTaskComplexMoveBackAndJump()
